img1,img2,verified,distance
task_datasets\7T5A8431.JPG,task_datasets\7T5A8445.JPG,True,0.176057607772929
task_datasets\7T5A8431.JPG,task_datasets\7T5A8447.JPG,True,0.34825701753052585
task_datasets\7T5A8431.JPG,task_datasets\7T5A8449.JPG,True,0.14941121402276814
task_datasets\7T5A8431.JPG,task_datasets\7T5A8450.JPG,True,0.3224355044760847
task_datasets\7T5A8431.JPG,task_datasets\7T5A8452.JPG,True,0.33887998346415626
task_datasets\7T5A8431.JPG,task_datasets\7T5A8455.JPG,True,0.4741706042559787
task_datasets\7T5A8431.JPG,task_datasets\7T5A8456.JPG,True,0.15194009180318546
task_datasets\7T5A8431.JPG,task_datasets\7T5A8457.JPG,True,0.17886958517306217
task_datasets\7T5A8431.JPG,task_datasets\7T5A8458.JPG,True,0.2503804161253853
task_datasets\7T5A8431.JPG,task_datasets\7T5A8459.JPG,True,0.18506180125710503
task_datasets\7T5A8431.JPG,task_datasets\7T5A8460.JPG,True,0.40427997472557564
task_datasets\7T5A8431.JPG,task_datasets\7T5A8461.JPG,True,0.1111717735461395
task_datasets\7T5A8431.JPG,task_datasets\7T5A8468.JPG,True,0.09410407634938944
task_datasets\7T5A8431.JPG,task_datasets\7T5A8477.JPG,True,0.13455327322913813
task_datasets\7T5A8431.JPG,task_datasets\7T5A8478.JPG,True,0.0885232544383674
task_datasets\7T5A8431.JPG,task_datasets\7T5A8480.JPG,True,0.24532124351974405
task_datasets\7T5A8431.JPG,task_datasets\7T5A8485.JPG,True,0.25548468581083517
task_datasets\7T5A8431.JPG,task_datasets\7T5A8500.JPG,True,0.4994017418425164
task_datasets\7T5A8431.JPG,task_datasets\7T5A8508.JPG,True,0.4874857990714855
task_datasets\7T5A8431.JPG,task_datasets\7T5A8733.JPG,False,0.829634824361406
